Solution File
Fitness Calculation = 78

184, 3, 0
146, 7, 3
338, 20, 3
469, 27, 0
57, 20, 1
316, 16, 0
117, 24, 1
480, 12, 0
560, 19, 3
691, 19, 1
518, 17, 1
22, 14, 0
275, 4, 2
222, 4, 3
415, 21, 3
335, 12, 1
662, 2, 0
652, 19, 1
195, 1, 1
77, 17, 0
384, 6, 1
291, 13, 1
550, 23, 3
365, 16, 0
12, 3, 0
403, 23, 3
211, 21, 1
692, 19, 2
397, 9, 2
470, 11, 3
321, 11, 2
708, 14, 1
153, 4, 3
199, 8, 3
108, 20, 2
676, 24, 1
166, 21, 2
465, 10, 1
728, 14, 1
378, 22, 2
684, 25, 3
381, 11, 1
35, 10, 3
707, 27, 3
555, 10, 3
618, 21, 2
699, 13, 0
548, 25, 1
629, 0, 2
668, 20, 1
408, 25, 1
581, 0, 0
479, 6, 3
368, 25, 1
446, 20, 0
1, 9, 0
463, 23, 2
427, 21, 2
603, 8, 0
607, 1, 3
65, 2, 2
339, 2, 3
322, 28, 1
655, 19, 1
424, 0, 2
545, 24, 1
29, 21, 1
376, 21, 2
513, 14, 3
78, 12, 2
532, 22, 2
383, 21, 3
406, 23, 3
585, 13, 1
635, 15, 0
549, 0, 2
144, 6, 0
350, 22, 3
692, 0, 3
53, 8, 1
604, 13, 1
45, 27, 1
168, 7, 3
702, 7, 3
247, 15, 1
682, 1, 2
102, 11, 3
356, 21, 3
719, 18, 2
5, 8, 0
79, 6, 2
143, 11, 2
384, 7, 1
227, 20, 1
242, 8, 1
719, 22, 2
660, 9, 0
217, 13, 1
295, 15, 3
494, 11, 2
